State,Name,Percentage_of_Adults_Reporting_Poor_Health,Number_of_Poor_Physical_Health_Days_in_Past_30_,Percentage_of_Adult_Smokers,Percentage_of_Obese_Adults,Food_environment_index_0_to_10,Percentage_of_Adults_Reporting_No_Physical_Activity,Access_to_exercise_opportunities,Excessive_drinking_raw,Number_of_primary_care_physicians_per_100k,Ratio_of_population_to_primary_care_physicians,Percentage_of_Medicare_enrollees_that_had_an_annual_flu_vaccination,Children_in_poverty_raw_value,Income_inequality_raw_value,Air_pollution_particulate_matter_raw_value,Life_expectancy_raw_value,Life_expectancy_Black,Life_expectancy_Hispanic,Life_expectancy_White,Diabetes_prevalence_raw_value,HIV_prevalence_raw_value,Uninsured_adults_raw_value,Median_household_income_raw_value,Median_household_income_Black,Median_household_income_Hispanic,Median_household_income_White,Percentage_Non_Hispanic_Black_raw_value,Percentage_American_Indian_and_Alaska_Native_raw_value,Percentage_Asian_raw_value,Percentage_Native_Hawaiian_Other_Pacific_Islander_raw_value,Percentage_Hispanic_raw_value,Percentage_Non_Hispanic_White_raw_value,Percentage_Females_raw_value,Percentage_Males,Percentage_Rural_raw_value,Percentage_Urban
Virginia,Scott,0.177385645,3.901998938,0.188871964,0.303,8.3,0.338,0.403028865,0.16425349,0.000320146,3123.571429,0.51,0.245,5.168309674,10.1,75.74245631,,,75.52792314,0.172,51.9,0.130174605,40161,11905,,39452,0.008033807,0.002879168,0.001903966,0.000789449,0.014256525,0.965449986,0.497120832,0.502879168,0.8212452,0.1787548
Virginia,Shenandoah,0.144409258,3.393951171,0.156910128,0.331,8.9,0.269,0.636487034,0.179148321,0.00048583,2058.333333,0.42,0.149,4.191017478,8.8,79.47203828,,84.51131156,79.2401237,0.156,74,0.146766069,55283,70000,42851,56221,0.024116606,0.004299147,0.011541026,0.000459802,0.07306251,0.87399131,0.510839828,0.489160172,0.66584907,0.33415093
Virginia,Smyth,0.176467007,4.094990793,0.194494842,0.314,7.9,0.312,0.933494784,0.165354076,0.000619781,1613.473684,0.42,0.252,4.977824241,8.8,74.25450889,,,73.81342054,0.155,119.3,0.127371425,40972,30789,48028,40798,0.023661066,0.001640851,0.004692833,0.000262536,0.02152796,0.938796272,0.509582568,0.490417432,0.752856433,0.247143567
Virginia,Southampton,0.164593528,3.663265364,0.171098421,0.449,7.1,0.336,0.309585353,0.156700849,0.000225352,4437.5,0.48,0.202,4.158895147,9.1,77.93392341,75.6703198,,79.24365304,0.17,268.6,0.127885215,52741,38372,,67745,0.345502104,0.005060844,0.004719663,0.000682361,0.018366883,0.610883658,0.480154669,0.519845331,0.979644588,0.020355412
Virginia,Spotsylvania,0.144995826,3.262224415,0.157614107,0.324,8.9,0.25,0.745042771,0.210515504,0.000623905,1602.807229,0.43,0.101,3.633648841,9,79.30187972,78.0842828,87.5209399,78.98224884,0.113,133.2,0.116612657,86695,75081,80023,89008,0.161072126,0.00451437,0.029105022,0.001594184,0.102511956,0.67372875,0.509058538,0.490941462,0.323275897,0.676724103
Virginia,Stafford,0.11772823,3.01803458,0.14718886,0.345,9.2,0.179,0.775901242,0.198522611,0.000300036,3332.931818,0.44,0.065,3.544742381,9.1,80.32368709,80.65243216,88.73517559,79.47608875,0.073,151.6,0.091774988,108421,116461,77455,109182,0.18293545,0.006941851,0.037269939,0.00171379,0.135769539,0.603894372,0.495705522,0.504294478,0.197548096,0.802451904
Virginia,Surry,0.184845722,3.855342207,0.172908047,0.26,7.1,0.231,0.092802494,0.151020558,0.00030581,3270,0.48,0.202,4.295698484,8.6,76.14248213,75.15002777,,76.77690743,0.15,259.6,0.111445029,54663,44050,116375,64722,0.418597467,0.004479456,0.004788384,0.000926784,0.025486562,0.529039234,0.506024096,0.493975904,1,0
Virginia,Sussex,0.21081819,4.083176097,0.19324992,0.394,5.7,0.287,0.274758005,0.161824748,0.000263783,3791,0.44,0.296,5.073763574,9.1,74.7436523,79.58251322,,72.94574689,0.108,543.6,0.152793834,43031,32800,,60506,0.560736852,0.005072528,0.004004628,8.90E-05,0.031058112,0.388359883,0.407493103,0.592506897,1,0
Virginia,Tazewell,0.172113331,3.842653887,0.194542719,0.322,7.8,0.373,0.55259772,0.161652672,0.000657014,1522.037037,0.37,0.241,4.402326082,9,73.87258242,,,73.64186365,0.143,66.2,0.138090305,42074,32734,,41458,0.031844328,0.001982622,0.006755599,0.000244768,0.010622935,0.938147106,0.504956554,0.495043446,0.518878389,0.481121611
Virginia,Warren,0.13934791,3.412801606,0.162934157,0.324,8.9,0.299,0.796939454,0.188933281,0.000530799,1883.952381,0.52,0.139,3.939486592,8.7,76.57185889,77.57149726,89.40101729,76.21739919,0.154,127.9,0.134244073,65635,45096,58370,69121,0.046121541,0.005274604,0.013448991,0.000699948,0.048771342,0.865860061,0.501562383,0.498437617,0.504085163,0.495914837
Virginia,Washington,0.166942277,3.89972894,0.177232149,0.302,8.5,0.27,0.629291494,0.158673298,0.00068031,1469.918919,0.46,0.205,4.481407476,9.5,77.14760372,,,77.24451728,0.182,91.1,0.127623057,45510,45417,20208,46810,0.014705342,0.002481526,0.005404213,0.000459542,0.016378074,0.952189258,0.507407816,0.492592184,0.716761426,0.283238574
Virginia,Westmoreland,0.165018856,3.641689467,0.170762706,0.346,8.5,0.267,0.426263321,0.157838674,0.000112486,8890,0.44,0.268,4.946799563,8.7,77.25795489,78.88900368,,75.89104186,0.168,164.5,0.155559996,51414,53181,53676,55657,0.255356141,0.008300617,0.008861469,0.000953449,0.066629277,0.639596186,0.512058329,0.487941671,0.788415263,0.211584737
Virginia,Wise,0.199712784,4.486435147,0.190649346,0.353,7.8,0.338,0.706769275,0.172603599,0.000518323,1929.3,0.44,0.325,5.246369863,9.6,72.87521727,73.20111237,,72.47433294,0.176,89.6,0.140679845,38045,,29342,38640,0.056429549,0.001999369,0.004340735,7.89E-05,0.012390824,0.914184994,0.479664317,0.520335683,0.566703657,0.433296343
Virginia,Wythe,0.156027483,3.759038697,0.172065556,0.355,8.5,0.31,0.799008038,0.165710255,0.000484731,2063,0.49,0.238,4.75690814,8.8,75.60819334,,,75.5763122,0.132,108.5,0.14069556,46345,34844,,48274,0.027613549,0.002503999,0.006225221,0.000278222,0.013702441,0.935974125,0.511824442,0.488175558,0.753309389,0.246690611
Virginia,York,0.125441708,3.02482939,0.138542556,0.271,8.9,0.17,0.776854454,0.198080918,0.001240054,806.4166667,0.54,0.066,3.436165656,8.9,82.73450375,80.29126227,88.83364093,82.68635964,0.088,86.8,0.091626393,86317,68906,82167,94487,0.131577396,0.005527223,0.059310792,0.002682546,0.065913982,0.704890487,0.509580521,0.490419479,0.060995356,0.939004644
Virginia,Alexandria city,0.14814076,3.358978953,0.150733577,0.239,,0.16,1,0.216889305,0.00068735,1454.863636,0.47,0.161,4.144948064,9.7,84.37893466,80.42938663,95.42620835,84.77786255,0.06,646.1,0.124478091,99425,58821,60637,122401,0.219996262,0.006347723,0.067308291,0.001438983,0.167488943,0.517523204,0.518663178,0.481336822,0,1
Virginia,Bristol city,0.182824786,4.16401408,0.194028737,0.291,6.6,0.31,0.91836277,0.162196444,0.000536033,1865.555556,0.5,0.331,4.478156238,9.4,71.55942841,,,71.40644887,0.224,34.6,0.113901989,36903,26528,,38548,0.061582332,0.004975124,0.009464871,0.000485378,0.026089067,0.878534159,0.526089067,0.473910933,0.000392487,0.999607513
Virginia,Buena Vista city,0.205888157,4.527820732,0.210242752,0.258,3.5,0.252,0.972481203,0.163056438,0.000158053,6327,0.49,0.202,4.394697198,8.4,,,,,0.088,,0.126262626,43390,25259,,34592,0.055154722,0.012025012,0.007696008,0.004489338,0.027256694,0.874619208,0.530543531,0.469456469,0.038947368,0.961052632
Virginia,Charlottesville city,0.184021755,4.008912367,0.193668172,0.289,7.5,0.245,1,0.182662664,0.002873862,347.9637681,0.6,0.183,6.603935124,8.7,79.75123619,75.36887815,94.45775364,80.66005541,0.072,329.6,0.131681917,56997,29494,56303,69567,0.179333707,0.004177318,0.075773635,0.000685828,0.05740175,0.659974645,0.515431137,0.484568863,0,1
Virginia,Chesapeake city,0.153648537,3.406925815,0.141846059,0.362,8.2,0.245,0.925844588,0.173351481,0.000819478,1220.28934,0.51,0.119,3.700586756,9,78.53461684,77.63236515,84.69149813,78.61011705,0.121,226.4,0.094563032,78846,60901,66466,83286,0.296083814,0.004817956,0.035279474,0.001372438,0.065308242,0.568720789,0.512018101,0.487981899,0.076270538,0.923729462
Virginia,Colonial Heights city,0.170738393,3.936397531,0.166080898,0.265,8.3,0.246,0.993337545,0.163642003,0.001346046,742.9166667,0.49,0.174,4.508473842,9.2,74.48982668,69.89571964,,73.91309338,0.104,74.8,0.128463225,56800,35139,97500,58196,0.157348736,0.007065553,0.040038132,0.001906578,0.062860988,0.709583357,0.542140975,0.457859025,0,1
Virginia,Covington city,0.182928147,4.073838744,0.182064309,0.267,7.2,0.238,1,0.160553403,0.000542397,1843.666667,0.49,0.261,3.998219585,8.5,,,,,0.095,247.3,0.124805961,40504,38036,,38940,0.130952381,0.004761905,0.011538462,0,0.022710623,0.80970696,0.517032967,0.482967033,0,1
Virginia,Danville city,0.219406642,4.308175067,0.207991024,0.296,6.5,0.302,0.822459645,0.140708835,0.001021152,979.2857143,0.5,0.381,5.108990318,10,72.355913,71.77709034,82.80767477,73.06108195,0.12,372.7,0.131707317,36015,31199,52875,41667,0.504607672,0.004816553,0.013417541,0.000614356,0.04642076,0.419384169,0.539970019,0.460029981,0.04515155,0.95484845
Virginia,Emporia city,0.292036911,5.093171904,0.236251743,0.259,6.1,0.251,0.899274507,0.117539851,,,0.45,0.374,5.929105358,9.2,,,,,0.119,133.9,0.147107991,36908,30376,,33199,0.629564538,0.008006249,0.010544816,0.001171646,0.064440539,0.281780902,0.537199766,0.462800234,0.063101063,0.936898937
Virginia,Fairfax city,0.13411943,3.067030075,0.126653598,0.243,9.8,0.19,1,0.169900575,0.000165996,6024.25,0.53,0.069,4.521183232,9.5,78.92413141,,83.27406913,78.70622366,0.072,380.6,0.111913357,105532,79803,98076,126028,0.056604541,0.00667372,0.191828762,0.001505656,0.174005046,0.5494425,0.502889233,0.497110767,0,1
Virginia,Falls Church city,0.124478459,2.972622384,0.1302378,0.196,,0.162,1,0.204193069,0.002880066,347.2142857,0.53,0.029,,9.7,81.56595587,,,81.48961983,0.054,211.9,0.043952412,137551,95278,69468,158778,0.04440834,0.005551043,0.099106418,0.000541565,0.11149472,0.708841051,0.509138912,0.490861088,0,1
Virginia,Franklin city,0.221822959,4.347832383,0.197434046,0.491,4.4,0.272,0.452575157,0.138156452,0.001223092,817.6,0.48,0.341,5.139425672,8.8,68.77742121,65.93316489,,72.16139627,0.14,279.1,0.122426869,37327,31445,,60156,0.574815924,0.004367902,0.009609385,0.000623986,0.025583427,0.369524523,0.548733308,0.451266692,0.032509905,0.967490095
Virginia,Fredericksburg city,0.173439569,3.774532691,0.175106482,0.317,7.7,0.261,1,0.186071036,0.001480959,675.2380952,0.45,0.212,4.940592935,8.8,78.15249227,75.766259,,78.5755948,0.109,281.9,0.130276522,58448,53201,,69469,0.232226187,0.007720286,0.029817458,0.001200933,0.109559429,0.590310184,0.53849849,0.46150151,0.011652804,0.988347196
Virginia,Galax city,0.210436238,4.386442676,0.191165481,0.289,8.3,0.275,0.69000284,0.155007654,,,0.49,0.347,5.458660983,8.6,67.47148103,,,64.7057104,0.126,108,0.184643996,36571,44605,,32122,0.057916861,0.004359334,0.007940215,0.00311381,0.158492916,0.753541959,0.536198038,0.463801962,0.137176938,0.862823062
Virginia,Hampton city,0.173843837,3.795994342,0.20322793,0.381,6.6,0.236,0.888173404,0.168628119,0.000415834,2404.803571,0.43,0.237,4.288124099,8.7,76.6668413,76.05843253,85.06075017,76.60786859,0.15,432.4,0.118248033,54763,48596,61319,60621,0.49616195,0.005360613,0.024480132,0.001764535,0.060202661,0.378533724,0.519346601,0.480653399,0.002488431,0.997511569
Virginia,Harrisonburg city,0.225127901,4.414667282,0.196936518,0.254,7.7,0.262,0.831111747,0.200148051,0.001346491,742.6712329,0.54,0.198,5.415677814,8.8,79.75068906,83.62730508,101.6216506,79.03821743,0.07,131.2,0.184421882,42640,36667,41990,45292,0.074010327,0.007902578,0.044935502,0.002424444,0.206262839,0.651046583,0.519053171,0.480946829,0,1
Virginia,Hopewell city,0.201601646,4.188443583,0.195443924,0.296,6.1,0.266,0.89610907,0.150664858,0.00039786,2513.444444,0.44,0.309,5.246398318,9.2,70.88859354,70.98385208,,69.7877263,0.169,311.9,0.151412173,42568,36818,43102,43298,0.41259515,0.00677111,0.014029032,0.002611082,0.083200567,0.454239688,0.533722783,0.466277217,0,1
Virginia,Lexington city,0.1799441,4.055662807,0.168292931,0.19,7.9,0.19,1,0.214771945,,,0.48,0.137,6.295464521,8.4,,,,,0.071,105.9,0.100347356,48726,,,38866,0.086463005,0.001961883,0.033492153,0.000980942,0.033912556,0.822589686,0.438340807,0.561659193,0,1
Virginia,Lynchburg city,0.196828014,4.173993235,0.17485877,0.354,6.7,0.264,0.947041076,0.183853441,0.001246991,801.9306931,0.52,0.251,4.495113169,9.1,77.03500748,72.72347026,94.64289357,78.81514221,0.097,257.5,0.122444312,43200,29019,44683,53949,0.278328422,0.004225215,0.029308623,0.000925407,0.044042082,0.623907167,0.530952439,0.469047561,0.026916155,0.973083845
Virginia,Manassas city,0.17754902,3.446621027,0.154621981,0.31,9.7,0.257,1,0.180878222,0.001012024,988.1190476,0.47,0.147,3.706719879,9.2,78.64090094,77.41865549,82.86453561,77.23874697,0.04,247.4,0.203943876,79141,76350,59669,89232,0.133882472,0.01388055,0.062582551,0.00235345,0.377512548,0.402079681,0.498691194,0.501308806,0,1
Virginia,Manassas Park city,0.194578261,3.623719293,0.164128684,0.406,8.9,0.274,1,0.175568838,,,,0.119,3.211179981,9.2,92.46128059,78.69239626,,94.3866941,0.212,144.3,0.197617566,77032,78558,75966,79667,0.13630323,0.015947305,0.118795863,0.003062345,0.400993818,0.321603975,0.485179407,0.514820593,0,1
Virginia,Martinsville city,0.215701551,4.347840674,0.203372326,0.293,6,0.353,0.947398886,0.137416486,7.61E-05,13142,0.51,0.337,5.808898776,9.5,69.11511151,67.29042569,,70.08237257,0.144,242.1,0.129578246,33892,29885,24219,36899,0.46473415,0.004805457,0.011703612,0.000620059,0.060765773,0.438071617,0.536815998,0.463184002,0,1
Virginia,Newport News city,0.191071705,3.947376561,0.184790486,0.346,7.1,0.249,0.97845827,0.18591606,0.000563025,1776.118812,0.47,0.217,4.336461484,9,76.72710787,73.95407914,83.88263151,77.9965846,0.139,455.1,0.135389802,50283,40208,50140,65530,0.408014511,0.005794229,0.033718496,0.002362478,0.091817541,0.425520361,0.517265124,0.482734876,0.000282206,0.999717794
Virginia,Norfolk city,0.194054384,3.887989442,0.192554693,0.336,6.5,0.244,0.933732285,0.202096999,0.000972608,1028.163866,0.46,0.282,4.980190338,8.8,75.36287501,72.35078331,88.25634806,77.00604668,0.108,687.7,0.142166182,48519,33747,46283,64387,0.408196627,0.006477491,0.038553565,0.002306659,0.083605107,0.432570183,0.478707452,0.521292548,0,1
Virginia,Norton city,0.186443347,4.238441778,0.196650393,0.318,7.4,0.374,0.996210207,0.163380229,0.00152439,656,0.44,0.313,6.524844721,9.1,73.01798106,,,72.91346614,0.095,0,0.13830679,34442,,,30240,0.056703629,0.003528226,0.01890121,0.000252016,0.048387097,0.8515625,0.531502016,0.468497984,0.025770591,0.974229409
Virginia,Petersburg city,0.258528868,4.695144987,0.236602116,0.404,4,0.291,0.918260333,0.138704475,0.000692913,1443.181818,0.41,0.389,4.938047769,9.2,67.87801381,69.38072737,,61.89841938,0.143,529.9,0.136469012,37049,34126,40287,42956,0.763107042,0.004973548,0.011467672,0.001615611,0.051984668,0.148066018,0.54040612,0.45959388,0.021067242,0.978932758
Virginia,Poquoson city,0.116711528,3.039801873,0.135635636,0.373,9.2,0.254,0.954074074,0.193263452,0.000663735,1506.625,0.49,0.054,3.933652997,8.7,78.62519456,,,78.53959217,0.074,58.6,0.072821664,96057,146771,93750,96746,0.01123872,0.004347826,0.023625923,0.000656276,0.03076292,0.910664479,0.499917966,0.500082034,0.065020576,0.934979424
Virginia,Portsmouth city,0.185049317,3.856101889,0.189832995,0.39,6.9,0.277,0.975286544,0.155390085,0.000528698,1891.44,0.48,0.291,4.410669327,9,73.88175594,72.39736591,87.05951226,74.99260355,0.123,611.9,0.140130775,47343,38613,49676,61619,0.533255136,0.005156818,0.015311945,0.00157452,0.046580438,0.37311903,0.519697354,0.480302646,0,1
Virginia,Radford city,0.223246456,4.739228238,0.223055401,0.342,6.4,0.182,0.978790834,0.191654777,0.000679579,1471.5,0.54,0.18,6.197753799,8.9,76.44166645,70.81126902,,76.87935801,0.085,69.6,0.101808318,39254,25563,,39172,0.095152407,0.002562844,0.021320683,0.000272643,0.030099787,0.828289438,0.530017994,0.469982006,0.029314968,0.970685032
Virginia,Richmond city,0.195305872,4.16996143,0.195332575,0.309,6.2,0.228,0.913786518,0.218901468,0.001035096,966.093617,0.49,0.345,6.16083354,9.3,77.43804958,73.19983818,85.87489366,82.47663755,0.115,535.8,0.16397972,48747,29913,42490,67466,0.467901898,0.005371903,0.023585669,0.001586656,0.070700183,0.416044898,0.525943798,0.474056202,0,1
Virginia,Roanoke city,0.196897168,4.169485474,0.195703646,0.349,6.9,0.293,0.921314618,0.169446211,0.000901469,1109.3,0.51,0.323,4.870110532,9,74.03053054,73.69691114,91.94428594,73.6465978,0.116,449.3,0.15539402,42715,29750,42970,48199,0.288530825,0.004263411,0.034407526,0.001000801,0.065422338,0.58142514,0.520706565,0.479293435,6.18E-05,0.999938165
Virginia,Salem city,0.13475168,3.388859189,0.148655108,0.27,7.9,0.214,0.866260785,0.191800479,0.001005336,994.6923077,0.51,0.119,3.870951987,8.8,75.06689273,72.17844669,,75.03792006,0.088,117.9,0.102920528,57274,26210,52404,60636,0.074211286,0.004055688,0.020473424,0.000506961,0.034083376,0.850056546,0.524197637,0.475802363,0,1
Virginia,Staunton city,0.155404197,3.624394235,0.166565783,0.311,8.3,0.272,0.986313484,0.167315408,0.000489237,2044,0.55,0.19,4.359387256,8.6,75.0605117,73.48711696,,74.99545506,0.139,191.9,0.120050815,47319,48750,65568,47906,0.113353663,0.003691518,0.015448198,0.000401252,0.032340904,0.806957708,0.541168446,0.458831554,0.036932536,0.963067464
Virginia,Suffolk city,0.166011732,3.6378423,0.164380707,0.324,7.7,0.272,0.762404682,0.169572927,0.000908718,1100.45122,0.47,0.161,4.522597366,9.1,78.32044995,76.78814183,87.03330201,79.09814521,0.138,231.7,0.105645734,69753,55421,72643,82832,0.415210835,0.004112519,0.018709218,0.001283106,0.046707244,0.491188244,0.515567253,0.484432747,0.216326772,0.783673228
Virginia,Virginia Beach city,0.117867938,3.069600964,0.149520185,0.269,8.7,0.216,0.978618429,0.20946123,0.000741505,1348.607784,0.48,0.104,3.575891267,8.2,80.58684212,78.15735318,85.28757825,80.50659595,0.095,218.8,0.108507515,76520,57089,62658,79917,0.191026436,0.004604733,0.0741533,0.001772589,0.082998474,0.613095833,0.508950685,0.491049315,0.015344959,0.984655041
Virginia,Waynesboro city,0.174276301,3.93653567,0.179987186,0.393,8,0.333,0.688469961,0.166704636,0.000940565,1063.190476,0.58,0.25,4.347415202,8.6,76.19231307,75.65716982,95.05801011,75.48638784,0.199,183.2,0.145599754,47117,29509,29030,50253,0.121928584,0.005877674,0.016528195,0.000530316,0.082729362,0.742398798,0.522626834,0.477373166,0.025278492,0.974721508
Virginia,Williamsburg city,0.181859065,3.854507848,0.160352373,0.341,7.5,0.248,0.996374751,0.191116299,6.65E-05,15031,0.56,0.282,5.607624026,8.7,87.64668486,83.35087106,,88.99583291,0.111,204.2,0.13141501,52845,53125,26319,62631,0.152725564,0.005169173,0.063708378,0.001342642,0.070287326,0.677832975,0.539943609,0.460056391,0,1
Virginia,Winchester city,0.165451805,3.699953903,0.170756186,0.339,8.4,0.242,0.991146052,0.181248966,0.002577689,387.9444444,0.53,0.22,4.050715313,9,78.25481085,76.51610249,90.88005459,77.75302483,0.081,278.4,0.184918991,51456,42738,34533,60612,0.105628291,0.009214459,0.027607799,0.001174043,0.183791092,0.653657322,0.512985627,0.487014373,0,1
Washington,Washington,0.155643148,3.882060409,0.134890571,0.278,8.1,0.17,0.862116517,0.174300248,0.00084502,1183.404123,0.46,0.126,4.429319372,7.4,80.40699389,78.10248904,85.17515652,80.06053944,0.088,209.4,0.08740621,74023,,,,0.039231296,0.019169034,0.093351006,0.007829645,0.128769993,0.680099013,0.499719266,0.500280734,0.159515893,0.840484107
Washington,Adams,0.23416774,4.317584861,0.143315414,0.369,8.6,0.238,0.615602307,0.161427266,0.000461397,2167.333333,0.36,0.204,4.276368554,9.3,80.07017422,,83.62441791,77.38446449,0.103,106.2,0.183874427,52012,,42972,55861,0.005870742,0.060428159,0.013158561,0.001214636,0.642998127,0.330684751,0.493446025,0.506553975,0.4015912,0.5984088
Washington,Asotin,0.153136804,3.936072025,0.143576444,0.32,7.9,0.221,0.980437497,0.171990098,0.000843133,1186.052632,0.47,0.206,4.288965793,8.6,79.49656133,,,79.24729429,0.125,94.5,0.079195475,49776,,28286,50955,0.006766917,0.018398939,0.010039805,0.002167183,0.041795666,0.89924812,0.512472357,0.487527643,0.066549508,0.933450492
Washington,Benton,0.160964649,3.872894655,0.130787675,0.309,8.3,0.166,0.774268312,0.183203236,0.00068123,1467.933333,0.5,0.135,4.343642006,9.2,80.25668072,79.45297088,82.81686975,79.90943471,0.089,65.4,0.099738917,69212,,45558,71374,0.014697068,0.012879129,0.032648593,0.002565919,0.222506774,0.69780609,0.498952332,0.501047668,0.105710225,0.894289775
Washington,Chelan,0.171639286,3.832503328,0.130666449,0.266,8.4,0.181,0.853863884,0.1949154,0.001175963,850.3666667,0.33,0.148,4.234817176,6.9,81.09091613,,90.00865066,80.26196624,0.065,84.5,0.116545146,57243,31190,45398,60176,0.005413054,0.020639701,0.012552573,0.002622151,0.282880731,0.675151877,0.499961057,0.500038943,0.272245456,0.727754544
Washington,Clallam,0.162230414,4.211404514,0.140956495,0.292,7.2,0.204,0.771063246,0.159163022,0.00098047,1019.918919,0.5,0.206,4.419592922,5.8,79.43254884,,84.18283199,79.72569481,0.118,106.3,0.106586979,57183,29444,38082,52272,0.009447854,0.055709762,0.018700236,0.002006855,0.064284504,0.825234242,0.506861097,0.493138903,0.354531959,0.645468041
Washington,Clark,0.137335176,3.449229218,0.14041929,0.305,8.1,0.173,0.927593608,0.18534002,0.000705794,1416.844776,0.44,0.106,3.874629369,8.3,80.3051893,78.37445302,84.21691266,80.06112363,0.101,170.3,0.088437479,73971,51227,53643,73484,0.020728141,0.011766977,0.049091328,0.008869851,0.099583486,0.779974142,0.505832643,0.494167357,0.137684754,0.862315246
Washington,Columbia,0.176019154,4.179986207,0.143522155,0.353,7.3,0.266,0.389897008,0.160772714,0.00074129,1349,0.2,0.19,5.21307802,7.1,77.72933288,,,76.95041873,0.114,257.6,0.077497666,53700,,,51306,0.006159153,0.017491993,0.013303769,0.019216556,0.07834442,0.847253018,0.51170239,0.48829761,0.342569887,0.657430113
Washington,Cowlitz,0.18568091,4.14424294,0.178236682,0.347,7.3,0.227,0.735113758,0.179592983,0.000654756,1527.285714,0.45,0.176,4.499374553,6.9,76.91865578,,92.79707104,76.59767356,0.114,139.1,0.082799042,58624,45775,34236,54293,0.009102003,0.020415279,0.016359749,0.00429409,0.091524677,0.833925147,0.505096938,0.494903062,0.286514989,0.713485011
Washington,Douglas,0.180619821,4.028461373,0.135565863,0.324,7.5,0.186,0.771356457,0.190396771,0.000190726,5243.125,0.38,0.152,3.76202417,7.5,82.83583881,,95.82371268,81.62658906,0.081,35.8,0.149236094,65912,52153,50539,65493,0.004661244,0.021022211,0.011233598,0.002983196,0.32101988,0.638427296,0.493322768,0.506677232,0.26595717,0.73404283
Washington,Ferry,0.190955822,4.628239877,0.167483332,0.301,5,0.202,0.746391207,0.156719582,0.000658415,1518.8,0.17,0.247,5.055163076,6.5,77.37507357,,,76.9542675,0.097,,0.122216959,40468,,,43543,0.005752386,0.171394954,0.009805203,0.003268401,0.050202641,0.724931364,0.488952804,0.511047196,1,0
Washington,Franklin,0.208635398,4.022856134,0.140127405,0.331,8.6,0.206,0.606591354,0.183054856,0.000238806,4187.5,0.46,0.167,3.631950691,9.4,81.38163107,77.14056098,85.32182015,80.14890298,0.099,102.7,0.1673426,60483,55380,50675,77937,0.021431524,0.016926876,0.024240304,0.004048883,0.534791779,0.399853731,0.483269208,0.516730792,0.133336745,0.866663255
Washington,Garfield,0.170119279,4.197007114,0.134072331,0.331,4.9,0.272,0.455428067,0.157055034,0.000904977,1105,0.28,0.18,3.491946447,7.5,80.71044923,,,80.20474497,0.132,,0.049235993,50185,,,53175,0.000890076,0.007120605,0.028482421,0,0.054294615,0.890075656,0.510903427,0.489096573,1,0
Washington,Grant,0.207088675,4.292830659,0.156596267,0.343,8.1,0.244,0.794097846,0.165487536,0.000420354,2378.95,0.29,0.165,3.881136249,9.2,79.026791,,84.33660889,78.09029486,0.11,53.2,0.172172664,53688,48727,49688,57847,0.009144055,0.02269575,0.011476303,0.001787714,0.421294346,0.533786769,0.49102547,0.50897453,0.387488779,0.612511221
Washington,Grays Harbor,0.176066584,4.434409936,0.152884388,0.358,7,0.243,0.816640796,0.179352714,0.000343893,2907.88,0.42,0.238,4.383746743,6.1,76.78719867,,87.57300725,76.90093253,0.132,128.1,0.108549927,48763,,35986,48791,0.012327303,0.055763792,0.014749462,0.003342309,0.102339617,0.791789015,0.488247791,0.511752209,0.401129167,0.598870833
Washington,Island,0.13111057,3.635434306,0.116006153,0.292,7.8,0.164,0.861921382,0.193234512,0.00037278,2682.548387,0.42,0.097,3.862454507,7.4,81.74638388,,82.94263385,81.35272239,0.081,119.1,0.071040598,65987,61331,51845,65718,0.028238219,0.010798011,0.050698556,0.005079328,0.08121004,0.788017997,0.501361591,0.498638409,0.468957787,0.531042213
Washington,Jefferson,0.122530281,3.496973868,0.117323023,0.242,7.5,0.11,0.850696304,0.167888544,0.000832426,1201.307692,0.39,0.216,4.309891014,6.1,81.01452669,,,80.71458888,0.08,113.6,0.094429005,55893,,51343,54737,0.009644174,0.023322513,0.019004696,0.002489836,0.0369063,0.885341486,0.51060544,0.48939456,0.574685324,0.425314676
Washington,King,0.109412858,3.050898083,0.088150455,0.22,8.3,0.134,0.974170602,0.19572372,0.001206681,828.7198031,0.52,0.108,4.646428571,7.5,82.3759655,78.19472891,86.2220331,81.99635851,0.072,370.2,0.075672443,94822,48075,62784,95931,0.065502608,0.010017182,0.192109577,0.008474079,0.097737156,0.588604594,0.497974846,0.502025154,0.032071473,0.967928527
Washington,Kitsap,0.138249524,3.642546189,0.124695538,0.306,7.9,0.162,0.852134128,0.187852713,0.000645612,1548.918605,0.48,0.115,3.999020785,7,80.22227521,77.51068843,84.82800491,80.15720838,0.081,133.1,0.063298315,76530,41354,67429,73714,0.028413113,0.017305091,0.054594985,0.009951632,0.079772428,0.762758288,0.488586201,0.511413799,0.167417265,0.832582735
Washington,Kittitas,0.152187555,3.881306218,0.142589307,0.274,7,0.211,0.789319321,0.217014433,0.000584352,1711.296296,0.36,0.128,4.968754635,6.7,81.4650599,,,81.65383963,0.065,73.8,0.096079669,55624,65308,50720,56420,0.010493202,0.013132337,0.022506545,0.002195761,0.089435014,0.83755595,0.495629592,0.504370408,0.400562141,0.599437859
